 # New Simulation
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.454509309E+14  3.510927734E+20 -2.486279297E+20 -2.561621094E+19  1.411057201E+36  3.013697247E+19  3.545008238E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.475531435E+14  4.550644531E+20 -7.021855469E+20 -3.315039062E+19  1.622626283E+36  1.265729892E+20  3.082785886E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.496557639E+14  2.230117187E+20  3.435585937E+20 -1.989023437E+20  1.533775296E+36  2.139698741E+20  3.261370434E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.517545838E+14  2.350664063E+20 -2.109570313E+20  7.534179687E+20  1.517528578E+36  8.306097757E+19  3.296286789E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.538740557E+14 -2.561621094E+20  1.597246094E+20 -3.706816406E+20  1.616642742E+36  7.835663852E+19  3.094195937E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.559610949E+14  4.595849609E+20  6.434189453E+20 -1.612314453E+20  1.668228723E+36  3.917842107E+19  2.998515331E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.580847666E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.609747193E+36  2.199983461E+20  3.107450303E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.601600295E+14 -4.882148437E+20  1.808203125E+19  9.041015625E+19  1.454708063E+36  1.898631630E+20  3.438634548E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.622561243E+14  1.989023438E+20  2.712304687E+20 -4.219140625E+19  1.778151438E+36  2.139714127E+20  2.813151510E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.664926368E+14  5.273925781E+20  6.901308594E+20 -2.380800781E+20  1.591882908E+36  9.945605490E+19  3.142322451E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.685790951E+14 -2.832851563E+20  4.641054687E+20  1.506835938E+20  1.506556717E+36  1.717797392E+20  3.320292788E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.706931959E+14 -4.686259766E+20  2.004091797E+20 -5.273925781E+19  1.488977923E+36  6.630063354E+19  3.359491987E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.727832779E+14 -5.093105469E+20 -3.917773437E+19 -1.958886719E+20  1.395203986E+36  1.145207228E+20  3.585288926E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.748809250E+14 -7.157470703E+20 -6.479394531E+19  3.360244141E+20  1.560431264E+36  6.328587757E+19  3.205658281E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.769856619E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.543749883E+36  3.013681953E+20  3.240297833E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.790866839E+14  4.972558594E+19  7.187607422E+20 -7.986230469E+19  1.544979847E+36  6.630017025E+19  3.237718222E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.812084963E+14  1.220537109E+20  6.132822266E+20 -7.534179687E+18  1.680213899E+36  1.145187852E+20  2.977126547E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.833034092E+14  2.079433594E+20  3.947910156E+20 -1.356152344E+20  2.199731459E+36  1.416485777E+20  2.274009121E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.854165339E+14 -2.802714844E+20 -6.841035156E+20 -5.123242188E+19  1.607191738E+36  1.868470807E+20  3.112391187E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.874892705E+14  5.635566406E+20 -5.394472656E+20 -2.079433594E+20  1.577235232E+36  1.416458507E+20  3.171504985E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.896149161E+14 -1.506835937E+18  9.191699219E+19  1.371220703E+20  1.601767936E+36  8.438174046E+19  3.122930163E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.916979741E+14  2.862988281E+20 -5.032832031E+20 -1.054785156E+20  1.531899082E+36  1.898643071E+20  3.265364842E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.938154750E+14  4.610917969E+20  7.504042969E+20 -7.534179687E+19  1.615741387E+36  9.945542909E+19  3.095922059E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.959109801E+14  7.051992188E+20  3.797226563E+20  2.591757812E+20  1.536289460E+36  1.958882778E+20  3.256033145E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.980252137E+14 -5.997207031E+20 -5.695839844E+20  2.712304687E+19  1.483312579E+36  1.295886498E+20  3.372323185E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.001295160E+14 -3.887636719E+20 -4.610917969E+20  5.123242188E+19  1.522703778E+36  1.386283876E+20  3.285083726E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.022092338E+14 -4.490371094E+20 -3.224628906E+20  1.295878906E+20  1.514102611E+36  9.643876784E+19  3.303745312E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.043249519E+14  7.654726562E+20 -5.123242188E+20  1.808203125E+19  1.769341034E+36  1.928766353E+20  2.827159550E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.064160628E+14 -4.550644531E+20  2.380800781E+20  2.109570313E+19  1.666130338E+36  1.536994548E+20  3.002291770E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.085271165E+14  1.009580078E+20 -3.450654297E+20  1.356152344E+19  1.582114360E+36  3.616466625E+19  3.161724291E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.106399094E+14  6.569804687E+20  7.534179687E+20 -5.364335937E+20  1.603301675E+36  1.054752602E+20  3.119942728E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.169540269E+14  1.130126953E+20 -4.987626953E+20  4.204072266E+20  1.497050587E+36  5.123330623E+19  3.341376334E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.190374884E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.566364073E+36  1.687640701E+20  3.193516430E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.211390095E+14  1.280810547E+20 -1.958886719E+19 -6.479394531E+19  1.475074465E+36  2.712367436E+19  3.391157206E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  7.232687804E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.605566019E+36  2.923251796E+20  3.115542646E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.274664396E+14 -5.695839844E+20  7.534179687E+19 -8.739648437E+19  1.591562323E+36  1.446540298E+20  3.142955403E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.295767536E+14  1.401357422E+20 -7.082128906E+19  9.493066406E+19  1.745693844E+36  2.410851842E+19  2.865456288E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.316492232E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.536144344E+36  2.682166789E+20  3.256340734E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.337560193E+14  2.109570312E+20  5.846523437E+20  6.931445313E+20  1.540257006E+36  1.224449871E+20  3.247645933E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.358836836E+14  2.230117187E+20  3.435585937E+20 -1.989023437E+20  1.628846246E+36  1.958887502E+20  3.071013863E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.379459349E+14 -1.024648438E+20 -5.484882813E+20  6.027343750E+18  1.546747315E+36  2.260237797E+20  3.234018482E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.400593848E+14 -6.961582031E+20 -2.923261719E+20 -1.295878906E+20  1.654914545E+36  1.627360963E+20  3.022639095E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.421498588E+14  5.123242188E+20 -4.399960938E+20  3.013671875E+19  1.502148568E+36  1.958884608E+20  3.330036394E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.442619667E+14 -7.142402344E+20  3.917773437E+19 -1.115058594E+20  1.667745736E+36  1.627368595E+20  2.999383716E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.463576916E+14  6.810898438E+20 -4.158867188E+20 -1.808203125E+19  1.696201533E+36  2.441075947E+20  2.949065487E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.484982268E+14 -4.882148437E+20  1.808203125E+19  9.041015625E+19  1.721631451E+36  2.079432464E+20  2.905505356E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.505991918E+14 -2.109570313E+20 -5.243789063E+20 -5.424609375E+19  9.868686329E+35  3.013682727E+20  5.068769272E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.526809110E+14 -3.194492188E+20  7.835546875E+19 -5.846523437E+20  1.587704385E+36  1.717749902E+20  3.150592421E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.547800181E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.705595860E+36  2.953421254E+20  2.932822199E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  7.568783114E+14  1.989023438E+20  2.712304687E+20 -4.219140625E+19  1.538365722E+36  2.199974318E+20  3.251638626E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.589702175E+14  1.220537109E+20  6.132822266E+20 -7.534179687E+18  1.602965345E+36  1.084915747E+20  3.120597346E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.611037827E+14  5.213652344E+20 -5.454746094E+20  3.043808594E+20  1.566032244E+36  1.235625234E+20  3.194193109E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.631933001E+14 -2.621894531E+20  4.852011719E+20  1.235605469E+20  1.621238684E+36  1.416460942E+20  3.085424405E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.695201822E+14 -4.520507812E+20  4.219140625E+19  1.868476563E+20  1.485237303E+36  2.320531710E+20  3.367952980E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.715895984E+14 -4.249277344E+20 -4.430097656E+20 -3.706816406E+20  1.615629336E+36  2.260289224E+20  3.096136774E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.736958506E+14 -2.832851563E+20  4.641054687E+20  1.506835938E+20  1.529787421E+36  1.989045820E+20  3.269872227E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.758094544E+14  1.115058594E+20 -6.178027344E+20 -2.501347656E+20  1.618693669E+36  1.416466521E+20  3.090275508E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.779090614E+14 -3.073945312E+20 -5.846523437E+20 -6.027343750E+18  1.510236431E+36  2.742438228E+20  3.312202844E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.800286589E+14 -3.164355469E+20  5.997207031E+20 -9.945117188E+19  1.656947542E+36  1.868469269E+20  3.018930459E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.841973497E+14  2.832851563E+20 -5.002695313E+20 -1.024648438E+20  1.655924924E+36  2.410953815E+20  3.020794801E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.863016955E+14 -4.897216797E+20 -2.004091797E+20  1.657519531E+19  1.963595829E+36  2.410851842E+19  2.547474041E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.884256914E+14 -2.109570313E+20 -5.243789063E+20 -5.424609375E+19  8.244456899E+35  3.013683855E+20  6.067360729E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.905448801E+14  5.635566406E+20 -2.682167969E+20 -9.041015625E+18  1.657315309E+36  1.536993592E+20  3.018260541E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.926420114E+14  2.606826172E+20 -9.191699219E+19  5.575292969E+19  1.821887178E+36  2.109459186E+19  2.745619741E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.947303703E+14  6.328710938E+19  1.476699219E+20  8.739648437E+19  1.537524887E+36  1.416459331E+20  3.253416869E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  7.989363059E+14  7.051992188E+20  3.797226563E+20  2.591757812E+20  1.573491699E+36  1.687657309E+20  3.179050392E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  8.010598860E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.685818383E+36  1.898643132E+20  2.967229123E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.031614501E+14 -5.093105469E+20 -3.917773437E+19 -1.958886719E+20  1.532251234E+36  1.446518075E+20  3.264614372E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.052490442E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.562987416E+36  2.983524303E+20  3.200415659E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.073521055E+14  4.158867188E+20 -6.328710937E+20 -9.041015625E+19  1.552327143E+36  2.471229430E+20  3.222393825E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.094603564E+14 -5.921865234E+20  7.579384766E+20  1.371220703E+20  1.672671396E+36  7.835475828E+19  2.990551171E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.115427277E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.529427959E+36  2.772589901E+20  3.270640748E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.157541269E+14 -5.997207031E+20 -5.695839844E+20  2.712304687E+19  1.712070356E+36  1.868471580E+20  2.921731215E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.178479195E+14  7.217744141E+20  7.217744141E+20  3.993115234E+20  1.595576429E+36  5.725877044E+19  3.135048445E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.199474290E+14  2.230117187E+20  3.435585937E+20 -1.989023437E+20  1.627030402E+36  2.471222225E+20  3.074441262E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.220569884E+14 -4.882148437E+20  1.808203125E+19  9.041015625E+19  1.721185835E+36  2.230146171E+20  2.906257592E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.241572286E+14 -6.931445313E+20 -6.208164062E+20  1.808203125E+19  1.622997557E+36  1.898632764E+20  3.082080673E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.262896388E+14  1.989023438E+20  2.712304687E+20 -4.219140625E+19  1.588791321E+36  2.561614325E+20  3.148437014E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.283634627E+14 -3.013671875E+19 -6.328710937E+20 -1.386289063E+20  1.591933320E+36  2.139676824E+20  3.142222943E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.304493471E+14 -1.024648438E+20 -5.484882813E+20  6.027343750E+18  1.687824575E+36  2.531468150E+20  2.963702198E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.325617748E+14 -5.741044922E+20  4.204072266E+20 -1.220537109E+20  1.762290883E+36  5.424651826E+19  2.838469773E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.346607885E+14  5.695839844E+20 -9.945117188E+19 -3.013671875E+18  1.602206633E+36  1.205453993E+20  3.122075080E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.367612006E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.401938973E+36  2.893125101E+20  3.568065013E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  8.388632283E+14  1.235605469E+20  6.117753906E+20 -9.041015625E+18  1.528624725E+36  1.326016108E+20  3.272359344E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.409636457E+14 -1.506835937E+18  9.191699219E+19  1.371220703E+20  1.909439019E+36  1.084904943E+20  2.619727235E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.430745664E+14 -4.038320312E+20  1.747929687E+20  4.219140625E+19  1.694684651E+36  2.019155812E+20  2.951705145E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.451984114E+14 -7.278017578E+20  7.639658203E+20  6.178027344E+19  1.865376698E+36  9.945081477E+19  2.681608175E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.472910057E+14  7.654726562E+20 -5.123242188E+20  1.808203125E+19  1.751930360E+36  2.501337673E+20  2.855255846E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.494093372E+14  6.810898438E+20 -4.158867188E+20 -1.808203125E+19  1.633196942E+36  2.772592872E+20  3.062832947E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.535804497E+14 -7.413632813E+20 -7.835546875E+19 -2.230117187E+20  1.549183381E+36  2.501327114E+20  3.228933038E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.556869744E+14 -4.475302734E+20 -3.239697266E+20  1.280810547E+20  1.734377104E+36  6.630006570E+19  2.884153274E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.578101263E+14  4.204072266E+20 -4.068457031E+19 -1.371220703E+20  1.486114697E+36  3.315091433E+19  3.365964560E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.598860349E+14  2.215048828E+20 -1.853408203E+20 -2.561621094E+19  1.507441289E+36  4.219086748E+19  3.318344429E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.619941487E+14 -5.725976563E+20  7.835546875E+19 -9.041015625E+19  1.460883116E+36  2.561614529E+20  3.424099675E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.641178823E+14  4.656123047E+20 -1.702724609E+20 -1.642451172E+20  1.587996938E+36  6.630064940E+19  3.150011994E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.683083079E+14 -5.123242188E+19 -4.520507812E+19  4.249277344E+20  1.680442114E+36  8.137213297E+19  2.976722233E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.704278182E+14 -2.847919922E+20  5.575292969E+19 -1.672587891E+20  1.341417672E+36  2.109459186E+19  3.729046892E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  8.725077680E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.602656103E+36  2.862969001E+20  3.121199484E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.746419761E+14  4.369824219E+20 -6.328710938E+19 -1.416425781E+20  1.830737643E+36  7.835607800E+19  2.732346397E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.767367930E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.008928371E+36  2.139717521E+20  4.957943049E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.788326266E+14 -2.832851563E+20  4.641054687E+20  1.506835938E+20  1.546567692E+36  2.049312110E+20  3.234394090E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.809349590E+14 -6.841035156E+20 -5.756113281E+20  2.260253906E+20  1.541817495E+36  1.326008777E+20  3.244358958E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.830378474E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.625563960E+36  2.862973933E+20  3.077214754E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.851138250E+14 -6.961582031E+20 -2.923261719E+20 -1.295878906E+20  1.605648487E+36  1.416466967E+20  3.115382628E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.872144616E+14  1.612314453E+20 -2.124638672E+20 -1.491767578E+20  1.551882770E+36  3.314960621E+19  3.223316540E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.893214220E+14  7.021855469E+20  3.767089844E+20  2.561621094E+20  1.527057961E+36  1.537001655E+20  3.275716790E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.935274243E+14  3.435585937E+20  1.747929687E+20  6.690351562E+20  1.593986770E+36  8.437836746E+19  3.138174982E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.956446045E+14  2.832851563E+20 -5.002695313E+20 -1.024648438E+20  1.509328841E+36  3.013684357E+20  3.314194540E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.977493482E+14 -1.506835937E+18  7.488974609E+20  2.124638672E+20  1.691159289E+36  5.123368461E+19  2.957858218E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  8.998451100E+14 -4.882148437E+20  1.808203125E+19  9.041015625E+19  1.562256358E+36  2.019135766E+20  3.201913295E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.019580097E+14  1.868476563E+20 -4.158867188E+20 -1.506835938E+20  1.468194183E+36  2.109601793E+20  3.407048917E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.040794127E+14  2.230117187E+20  3.435585937E+20 -1.989023437E+20  1.514457194E+36  2.682165142E+20  3.302971799E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.061432479E+14 -7.443769531E+20 -7.021855469E+20  2.441074219E+20  1.701476735E+36  1.265726663E+20  2.939922304E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.103733814E+14 -5.967070313E+20 -5.725976563E+20  3.013671875E+19  1.514738973E+36  2.260247761E+20  3.302357365E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.124563729E+14 -2.079433594E+20  2.199980469E+20  3.284902344E+20  1.563868187E+36  1.024657916E+20  3.198613184E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.145694877E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.640888316E+36  2.893122306E+20  3.048476458E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  9.166556739E+14  6.328710938E+19  6.298574219E+20 -8.136914062E+19  1.593437261E+36  1.416457439E+20  3.139257205E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.187703472E+14  2.787646484E+20 -1.702724609E+20 -5.273925781E+19  1.443296773E+36  6.931453771E+19  3.465821788E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.208726786E+14  1.235605469E+20  6.117753906E+20 -9.041015625E+18  1.588442815E+36  1.567091212E+20  3.149127783E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.229616440E+14 -3.390380859E+20  2.004091797E+20 -2.908193359E+20  1.465737497E+36  6.630104976E+19  3.412759388E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.250880315E+14  1.747929687E+20 -5.725976563E+20 -1.265742187E+20  1.095647212E+36  3.013684588E+20  4.565529258E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.271861005E+14 -6.795830078E+20 -1.672587891E+20  8.287597656E+19  1.561021438E+36  6.630087782E+19  3.204446319E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.292922254E+14 -5.123242188E+20 -4.219140625E+19 -1.989023437E+20  1.474121183E+36  1.808196238E+20  3.393350194E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.313935004E+14 -3.013671875E+19  3.556132812E+20  7.835546875E+19  1.524626468E+36  1.597232460E+20  3.280940944E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.334699355E+14 -3.194492188E+20  5.967070313E+20 -1.024648438E+20  1.639761673E+36  1.989076236E+20  3.050570997E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.355752368E+14 -6.931445313E+20 -2.953398438E+20 -1.265742187E+20  1.525487407E+36  1.838349213E+20  3.279089278E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.376764620E+14  9.342382813E+19  5.032832031E+20 -1.657519531E+20  1.595971212E+36  1.717838339E+20  3.134272952E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.397825612E+14 -4.882148437E+20  1.808203125E+19  9.041015625E+19  1.667831429E+36  2.320516003E+20  2.999229607E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.419094070E+14  1.853408203E+20 -4.324619141E+20  4.565712891E+20  1.572885213E+36  6.931379830E+19  3.180276196E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.439997495E+14 -2.230117187E+20 -6.449257813E+20 -6.027343750E+18  1.606042122E+36  2.682142266E+20  3.114619058E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  9.482221775E+14 -4.279414062E+20 -4.399960938E+20 -3.676679688E+20  1.546132833E+36  2.049330091E+20  3.235303783E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.503118165E+14 -2.109570313E+20 -5.243789063E+20 -5.424609375E+19  8.660569964E+35  3.013688161E+20  5.775843187E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.524153190E+14  7.021855469E+20 -3.284902344E+20  2.802714844E+20  1.553340305E+36  1.476732898E+20  3.220292028E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.545092000E+14 -4.520507812E+20 -1.386289063E+20 -6.208164062E+20  1.566040124E+36  2.016075528E+20  3.194177036E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.566142019E+14 -5.364335937E+20  1.868476563E+20 -3.194492188E+20  1.515877472E+36  1.326033242E+20  3.299877130E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.587003311E+14  6.810898438E+20 -4.158867188E+20 -1.808203125E+19  7.491965382E+35  3.013685770E+20  6.676765237E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.607979139E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.440805798E+36  2.320539705E+20  3.471813765E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.629149721E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.687279439E+36  2.893120730E+20  2.964659728E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.650095408E+14 -2.712304687E+20 -5.002695313E+20 -1.627382812E+20  1.079271835E+36  3.013685990E+20  4.634800281E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.671134110E+14  6.841035156E+20  3.525996094E+20  1.416425781E+20  1.612581855E+36  1.054804547E+20  3.101987900E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.713144952E+14 -3.073945312E+20 -5.846523437E+20 -6.027343750E+18  4.196946418E+35  3.013685666E+20  1.191868779E+07  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.734164563E+14 -4.219140625E+19 -5.846523437E+20 -9.041015625E+19  1.074381439E+36  3.013686718E+20  4.655897077E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  9.755151836E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  4.814546410E+35  3.013687859E+20  1.038978333E+07  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  9.797423186E+14 -1.024648438E+20 -5.484882813E+20  6.027343750E+18  6.374826218E+35  3.013686173E+20  7.846816887E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
