 # New Simulation
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  3.195857792E+14 -3.345175781E+20 -5.876660156E+20 -1.657519531E+20  1.675213523E+36  1.597277240E+20  2.986013026E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.217009450E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.540266077E+36  2.109579799E+20  3.247626806E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.237916171E+14 -4.550644531E+20 -4.791738281E+20 -1.356152344E+20  1.598156484E+36  1.205474969E+20  3.129987239E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.259070462E+14  6.841035156E+20 -4.128730469E+20 -1.506835938E+19  1.436309019E+36  1.476713424E+20  3.482683279E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.279780787E+14  5.168447266E+20 -5.379404297E+20  8.890332031E+19  1.528463276E+36  6.328597274E+19  3.272704997E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.300841347E+14 -5.258857422E+20 -5.590361328E+20 -9.493066406E+19  1.476542076E+36  4.219059951E+19  3.387786562E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.321814701E+14 -7.624589844E+20  2.019160156E+20  1.657519531E+20  1.587372522E+36  9.945640480E+19  3.151251097E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.342985256E+14  3.691748047E+20 -2.260253906E+19 -1.913681641E+20  1.684680835E+36  6.027095907E+19  2.969232686E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.385411833E+14 -1.054785156E+20 -5.515019531E+20  3.013671875E+18  1.782822252E+36  9.040992108E+19  2.805781337E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  3.405977852E+14 -3.932841797E+20  6.886240234E+20  7.684863281E+19  1.627184187E+36  5.726061594E+19  3.074150698E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.427349833E+14  2.862988281E+20 -5.032832031E+20 -1.054785156E+20  1.643633223E+36  1.054804637E+20  3.043385429E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.448321632E+14 -2.079433594E+20 -5.213652344E+20 -5.725976563E+19  1.767318711E+36  1.747925506E+20  2.830394637E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.469266085E+14  1.973955078E+20  2.727373047E+20 -4.369824219E+19  1.543739089E+36  6.630088030E+19  3.240320491E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.490375354E+14  5.997207031E+20  4.128730469E+20 -3.224628906E+20  1.564349138E+36  6.630061967E+19  3.197629789E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.511220769E+14 -3.179423828E+20  6.012275391E+20 -9.794433594E+19  1.783099937E+36  3.315091433E+19  2.805344389E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.532151495E+14 -2.802714844E+20  4.671191406E+20  1.536972656E+20  1.449449336E+36  9.040973322E+19  3.451110210E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.553449644E+14 -6.223232422E+20 -9.794433594E+19 -8.890332031E+19  1.734283103E+36  3.616466625E+19  2.884309599E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.574360964E+14 -1.250673828E+20  4.264345703E+20  1.054785156E+19  1.710231871E+36  7.232556775E+19  2.924872052E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.595374158E+14 -3.013671875E+19 -2.712304687E+20  5.846523437E+20  1.601191756E+36  1.084946975E+20  3.124053933E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.616279420E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.849970153E+36  2.380798710E+20  2.703940599E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.637319332E+14  8.588964844E+19  2.697236328E+20 -3.767089844E+19  1.533475316E+36  3.315091433E+19  3.262008426E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.658278058E+14  1.235605469E+20  6.117753906E+20 -9.041015625E+18  1.654375038E+36  1.175355845E+20  3.023624805E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.679237111E+14 -1.506835937E+18  9.191699219E+19  1.371220703E+20  1.526384595E+36  4.520443120E+19  3.277161874E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.700295486E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.635651765E+36  1.205473978E+20  3.058236177E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.721276561E+14  3.284902344E+20 -6.178027344E+20 -1.054785156E+20  1.584420127E+36  1.536990083E+20  3.157123112E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.742347454E+14 -3.164355469E+19 -6.283505859E+20 -1.401357422E+20  1.681925935E+36  7.534135217E+19  2.974096123E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.763431797E+14  7.383496094E+20 -2.019160156E+20  9.041015625E+18  1.722343859E+36  1.145203982E+20  2.904303561E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  3.784380484E+14 -4.852011719E+20  1.506835938E+19  9.342382813E+19  1.622695795E+36  1.416444912E+20  3.082653827E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.805653855E+14 -6.012275391E+20 -5.710908203E+20  2.862988281E+19  1.642106828E+36  6.931504319E+19  3.046214362E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.826551005E+14 -7.368427734E+20  3.164355469E+19 -9.493066406E+19  1.777581119E+36  3.616466625E+19  2.814054081E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.847552824E+14 -4.475302734E+20 -3.239697266E+20  1.280810547E+20  1.574656682E+36  3.315091433E+19  3.176698425E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.868633707E+14  2.516416016E+20 -3.480791016E+20  7.534179687E+18  1.437332475E+36  2.712367436E+19  3.480203424E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.889940840E+14 -5.710908203E+20  7.383496094E+19 -8.588964844E+19  1.643580063E+36  5.123368461E+19  3.043483864E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.911016796E+14  4.716396484E+20 -4.535576172E+20 -2.275322266E+20  1.704863720E+36  4.821980792E+19  2.934081677E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.931594478E+14 -1.235605469E+20  4.249277344E+20  9.041015625E+18  1.683056983E+36  1.326023341E+20  2.972097470E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.952766673E+14  7.383496094E+20 -2.019160156E+20  9.041015625E+18  1.362823432E+36  1.506842206E+20  3.670475048E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.973638920E+14  2.260253906E+20  3.465722656E+20 -2.019160156E+20  1.430303349E+36  1.386291816E+20  3.497306642E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  3.994626174E+14 -9.794433594E+19  7.519111328E+20 -7.383496094E+19  1.568414224E+36  5.123362653E+19  3.189342028E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.015685257E+14  3.450654297E+20 -3.872568359E+20  1.401357422E+20  1.653741973E+36  3.013697247E+19  3.024782273E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.036624026E+14  7.051992188E+20  3.797226563E+20  2.591757812E+20  1.530777094E+36  1.717765266E+20  3.267758199E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.058156363E+14 -4.279414062E+20 -4.399960938E+20 -3.676679688E+20  1.664586621E+36  2.139664639E+20  3.005076059E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.078756156E+14 -7.669794922E+20 -7.428701172E+20  1.431494141E+20  1.611333673E+36  3.013697247E+19  3.104390782E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  4.100304274E+14 -3.315039062E+20  6.810898438E+20  7.172539063E+20  1.569337468E+36  1.668194972E+20  3.187465733E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.121220777E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.521741726E+36  2.380799623E+20  3.287160571E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.141740261E+14 -5.921865234E+20 -5.439677734E+20  2.787646484E+20  1.571786481E+36  6.931340705E+19  3.182499318E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.162964234E+14 -3.104082031E+20 -5.876660156E+20 -3.013671875E+18  1.553315198E+36  1.145196938E+20  3.220344081E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.204832704E+14 -5.093105469E+20 -3.917773437E+19 -1.958886719E+20  1.545556334E+36  7.534315483E+19  3.236510563E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.226234414E+14 -7.835546875E+19  1.024648438E+20 -3.917773438E+20  1.563303515E+36  9.944728646E+19  3.199768537E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.246995440E+14  7.051992188E+20  7.172539063E+20 -3.435585938E+20  1.597646863E+36  9.342278174E+19  3.130985650E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.267957513E+14  7.684863281E+20 -5.153378906E+20  2.109570313E+19  1.547850306E+36  1.265732787E+20  3.231713935E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.289080733E+14  1.250673828E+20 -6.765693359E+20 -2.260253906E+19  1.589203373E+36  3.315091433E+19  3.147620681E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.330974881E+14  6.841035156E+20 -4.128730469E+20 -1.506835938E+19  1.529988265E+36  1.717805936E+20  3.269442986E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  4.373033805E+14  6.102685547E+20  5.560224609E+20  1.657519531E+19  1.440107419E+36  4.219086748E+19  3.473497419E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.394041436E+14  7.413632812E+20  3.013671875E+19 -7.293085938E+20  1.547589948E+36  1.243282786E+20  3.232257619E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.415117656E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.698553015E+36  2.652041315E+20  2.944982794E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.436074235E+14  1.099990234E+20 -6.916376953E+20 -3.465722656E+19  1.723121991E+36  4.822004961E+19  2.902992027E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.457316109E+14 -1.506835938E+20  4.399960938E+20 -6.328710937E+20  1.557566913E+36  9.043317540E+19  3.211553455E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.478212323E+14  1.235605469E+20  6.117753906E+20 -9.041015625E+18  1.564816501E+36  1.205478170E+20  3.196674754E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.499355521E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.559514678E+36  1.536994198E+20  3.207542367E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.520323261E+14 -1.054785156E+20 -5.515019531E+20  3.013671875E+18  1.536399916E+36  1.446540501E+20  3.255799060E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.562243577E+14 -3.405449219E+20 -7.082128906E+20 -3.315039062E+19  1.603625272E+36  7.835633698E+19  3.119313153E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.583371579E+14 -3.661611328E+20  2.365732422E+20  1.958886719E+19  1.658075009E+36  3.917842107E+19  3.016877629E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  4.625452130E+14 -2.260253906E+19  7.278017578E+20  1.431494141E+20  1.467193906E+36  3.616466625E+19  3.409371713E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.646710780E+14  3.525996094E+20 -1.356152344E+20  1.356152344E+20  1.505689487E+36  6.027398930E+19  3.322205173E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.667483162E+14  6.810898438E+20 -1.989023437E+20  4.219140625E+19  1.545366876E+36  1.597247162E+20  3.236907351E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.688649126E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.716460687E+36  1.115083748E+20  2.914258065E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.709447542E+14 -3.450654297E+20  5.620498047E+20  1.657519531E+19  1.638046194E+36  4.520444825E+19  3.053765773E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.730537629E+14 -2.802714844E+20  4.671191406E+20  1.536972656E+20  1.666960416E+36  1.265733454E+20  3.000796751E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.751554493E+14  2.862988281E+20 -5.032832031E+20 -1.054785156E+20  1.590221354E+36  1.235614774E+20  3.145605730E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.772602181E+14 -6.961582031E+20 -2.923261719E+20 -1.295878906E+20  1.681869170E+36  1.115083775E+20  2.974196502E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.793691854E+14  3.330107422E+20 -4.957490234E+20  3.465722656E+19  1.669857971E+36  5.424540502E+19  2.995589738E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.814604544E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.556378726E+36  2.893126397E+20  3.214005254E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.835625537E+14 -2.923261719E+20 -4.520507812E+19  2.260253906E+20  1.473454305E+36  8.739905522E+19  3.394886007E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.856627846E+14  2.260253906E+20  3.465722656E+20 -2.019160156E+20  1.573846660E+36  1.687639653E+20  3.178333397E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.877656500E+14  3.435585937E+20  1.024648438E+20 -2.953398438E+20  1.530911007E+36  1.265791421E+20  3.267472361E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  4.898877291E+14 -6.012275391E+20 -5.710908203E+20  2.862988281E+19  1.561412022E+36  6.630075097E+19  3.203644734E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.919819051E+14  3.721884766E+20  6.946513672E+20  3.465722656E+19  1.755722350E+36  2.712367436E+19  2.849089095E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.940716615E+14 -3.179423828E+20  6.012275391E+20 -9.794433594E+19  1.683362642E+36  5.726061594E+19  2.971557808E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.961664246E+14 -4.852011719E+20  1.506835938E+19  9.342382813E+19  1.568381368E+36  1.054808376E+20  3.189408841E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  4.982807548E+14 -2.667099609E+20  3.239697266E+20 -1.054785156E+19  1.621001712E+36  6.630111814E+19  3.085875458E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.003722827E+14  7.051992188E+20  3.797226563E+20  2.591757812E+20  1.533865595E+36  1.868496364E+20  3.261178435E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.025194172E+14 -2.109570313E+20 -5.243789063E+20 -5.424609375E+19  1.810703079E+36  2.591765153E+20  2.762578503E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.045868804E+14  1.958886719E+20  2.742441406E+20 -4.520507812E+19  1.481846483E+36  1.326023671E+20  3.375659664E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.066842855E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.808414788E+36  1.898631960E+20  2.766074153E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.087961263E+14  1.958886719E+20  2.742441406E+20 -4.520507812E+19  1.642005109E+36  1.506841175E+20  3.046403067E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.109189499E+14 -3.315039062E+19 -6.298574219E+20 -1.416425781E+20  1.430745844E+36  1.145186136E+20  3.496225008E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.130176058E+14 -6.223232422E+20 -9.794433594E+19 -8.890332031E+19  1.473074838E+36  5.123368461E+19  3.395760538E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.151049560E+14 -6.961582031E+20 -2.923261719E+20 -1.295878906E+20  1.600732323E+36  1.416453389E+20  3.124950581E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.172084337E+14 -1.235605469E+20  4.249277344E+20  9.041015625E+18  1.630573607E+36  1.476722604E+20  3.067760561E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.193241261E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.606468785E+36  2.652044565E+20  3.113791846E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  5.214209472E+14 -4.852011719E+20  1.506835938E+19  9.342382813E+19  1.523461969E+36  1.476720677E+20  3.283448819E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.235337722E+14 -6.675283203E+20 -6.946513672E+20 -5.876660156E+19  1.540833423E+36  5.123368461E+19  3.246431007E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.256254587E+14  1.235605469E+20  6.117753906E+20 -9.041015625E+18  1.666229760E+36  1.145202469E+20  3.002112626E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.298235224E+14 -6.283505859E+20 -7.986230469E+19  6.178027344E+19  1.680550877E+36  8.136809593E+19  2.976529584E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.319438033E+14 -1.506835937E+18  9.191699219E+19  1.371220703E+20  1.486980127E+36  6.328588682E+19  3.364005550E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.340530566E+14  1.943818359E+20  6.253369141E+20  1.280810547E+20  1.637874821E+36  9.643642608E+19  3.054085293E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.361623511E+14  6.841035156E+20 -4.128730469E+20 -1.506835938E+19  1.524871810E+36  1.868472434E+20  3.280413062E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.382365050E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.361485383E+36  1.506841577E+20  3.674082341E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.403362538E+14 -4.475302734E+20 -3.239697266E+20  1.280810547E+20  1.704944728E+36  9.342328734E+19  2.933942268E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.424196507E+14 -5.695839844E+20  7.534179687E+19 -8.739648437E+19  1.502445348E+36  9.643888915E+19  3.329378609E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.445258679E+14 -6.223232422E+20 -9.794433594E+19 -8.890332031E+19  1.528629578E+36  7.835452449E+19  3.272348955E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.466362394E+14 -7.051992187E+20 -1.506835938E+20 -2.953398438E+20  1.566878630E+36  1.506857452E+20  3.192467691E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.487756289E+14 -3.450654297E+20  6.343779297E+20 -1.853408203E+20  1.460920643E+36  9.342315583E+19  3.424011720E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.529412244E+14 -5.093105469E+20 -3.917773437E+19 -1.958886719E+20  1.613336328E+36  9.643951468E+19  3.100537262E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.550515743E+14  2.862988281E+20 -5.032832031E+20 -1.054785156E+20  1.489492569E+36  1.536992743E+20  3.358331223E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  5.571578691E+14  2.260253906E+20 -4.490371094E+20 -1.175332031E+20  1.753274538E+36  1.295890165E+20  2.853066815E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.592404424E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.554825427E+36  2.862983616E+20  3.217216104E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.613605476E+14 -2.109570313E+20 -5.243789063E+20 -5.424609375E+19  1.541373694E+36  2.802722170E+20  3.245293091E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.634533393E+14 -5.710908203E+20  2.787646484E+20 -2.275322266E+20  1.535061857E+36  8.136742053E+19  3.258637025E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.655652971E+14 -3.721884766E+20  2.456142578E+20  1.099990234E+20  1.654268298E+36  7.232705296E+19  3.023819901E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.676837549E+14  7.684863281E+20 -5.153378906E+20  2.109570313E+19  1.689711733E+36  1.536995108E+20  2.960392180E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.697787185E+14 -2.802714844E+20  4.671191406E+20  1.536972656E+20  1.639972868E+36  1.476724627E+20  3.050178146E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.718688415E+14  4.852011719E+20  3.465722656E+20 -3.767089844E+20  1.603869552E+36  1.295908509E+20  3.118838061E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  5.739595299E+14  1.250673828E+20  8.890332031E+19  1.250673828E+20  1.483722573E+36  4.219086748E+19  3.371391319E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.760634843E+14  6.238300781E+20  4.128730469E+20 -3.043808594E+20  1.697692028E+36  6.931719875E+19  2.946476344E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.781927848E+14  2.230117187E+20  3.435585937E+20 -1.989023437E+20  1.582533733E+36  1.989054348E+20  3.160886431E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.802663297E+14  6.057480469E+20  6.358847656E+20 -2.501347656E+20  1.565268878E+36  7.534372347E+19  3.195750884E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.823699635E+14  3.315039063E+20 -6.208164062E+20 -1.024648438E+20  1.667360945E+36  1.747937533E+20  3.000075909E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.844817865E+14 -6.630078125E+19  3.676679688E+20 -1.808203125E+19  1.643989339E+36  1.657533113E+20  3.042726181E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.866014472E+14 -4.279414062E+20 -4.399960938E+20 -3.676679688E+20  1.590646543E+36  2.320510821E+20  3.144764891E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.887039160E+14 -1.024648438E+20 -5.484882813E+20  6.027343750E+18  1.661540461E+36  1.868492248E+20  3.010585370E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.908079404E+14 -6.012275391E+20 -5.710908203E+20  2.862988281E+19  1.581673728E+36  7.835391711E+19  3.162605103E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.928788203E+14 -4.852011719E+20  1.506835938E+19  9.342382813E+19  1.613194330E+36  1.747927799E+20  3.100810180E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.971050009E+14  7.051992188E+20  3.797226563E+20  2.591757812E+20  1.536061165E+36  2.019138696E+20  3.256517069E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  5.991886737E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.645765298E+36  2.923254829E+20  3.039442749E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.013132152E+14  1.220537109E+20  6.132822266E+20 -7.534179687E+18  1.727672890E+36  1.084910162E+20  2.895345195E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.034000926E+14  8.739648437E+19  2.380800781E+20 -9.945117188E+19  1.427325625E+36  1.476726548E+20  3.504602814E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.055142319E+14  1.039716797E+20 -1.220537109E+20 -2.757509766E+20  1.643367033E+36  5.725897639E+19  3.043878392E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.076153230E+14 -1.853408203E+20  1.099990234E+20 -4.671191406E+19  1.336805944E+36  3.013697247E+19  3.741911399E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.118107202E+14 -3.104082031E+20 -5.876660156E+20 -3.013671875E+18  1.455030611E+36  1.989022410E+20  3.437872278E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.139386033E+14 -3.993115234E+20  2.667099609E+20  1.506835937E+18  1.526203519E+36  8.739436435E+19  3.277550693E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.160441746E+14 -2.260253906E+20  3.767089844E+20 -6.931445312E+19  1.648668222E+36  1.115088641E+20  3.034090992E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.181199786E+14  1.958886719E+20  2.742441406E+20 -4.520507812E+19  1.640073808E+36  1.868474355E+20  3.049990420E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.202132746E+14 -5.258857422E+20  3.541064453E+20  7.383496094E+19  1.450118195E+36  2.410851842E+19  3.449518405E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.223406340E+14  3.706816406E+20  4.008183594E+20  1.115058594E+20  1.568586767E+36  1.386297130E+20  3.188991204E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.244237749E+14 -6.961582031E+20 -2.923261719E+20 -1.295878906E+20  1.555566425E+36  1.506829930E+20  3.215683575E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.265155113E+14  4.143798828E+20  6.042412109E+20  2.064365234E+20  1.663706665E+36  3.013697247E+19  3.006665483E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.286263136E+14 -1.506835938E+19  5.394472656E+20  5.394472656E+20  1.583707103E+36  8.137837921E+19  3.158544526E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.307334557E+14  3.284902344E+20  3.104082031E+20  8.739648437E+19  1.480834268E+36  1.567115467E+20  3.377967076E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.349570412E+14 -2.109570313E+19  2.802714844E+20  1.506835938E+19  1.671181039E+36  1.356174331E+20  2.993218140E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.370653538E+14 -2.591757813E+20 -4.641054688E+20 -1.024648438E+20  1.699266308E+36  2.953415292E+20  2.943746592E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.391539665E+14  6.810898438E+20 -4.158867188E+20 -1.808203125E+19  1.761147346E+36  2.230133939E+20  2.840312830E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
 # Simulation Res
           # time                x                y                z             Mass           Radius      Temperature             n_SN         Eint_inj           Ek_inj
  6.412325175E+14  6.328710938E+20 -5.002695313E+20  4.219140625E+19  1.689893721E+36  2.019160765E+20  2.960073370E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
  6.433518400E+14 -3.164355469E+20  5.997207031E+20 -9.945117188E+19  1.717733914E+36  9.643926901E+19  2.912097946E+06  1.000000000E+00  0.000000000E+00  0.000000000E+00
